#epoch loss_f loss_bc_u_top loss_bc_u_rest loss_bc_v u_avg u_std v_avg v_std
3467 2.9311e-03 4.3491e-03 1.3157e-02 3.0808e-03 9.6566e-01 4.9238e-02 3.1061e-03 7.6580e-02
3468 3.0181e-03 5.0264e-03 1.2382e-02 2.9922e-03 9.7378e-01 4.9201e-02 8.5102e-03 7.9802e-02
3469 2.4864e-03 4.5570e-03 1.2528e-02 3.2357e-03 9.7946e-01 4.9368e-02 8.2496e-03 8.0193e-02
3470 2.7841e-03 4.3303e-03 1.2821e-02 3.3773e-03 9.6680e-01 4.9621e-02 3.6622e-03 7.5383e-02
3471 2.3905e-03 4.9981e-03 1.2426e-02 3.0715e-03 9.7444e-01 4.6841e-02 7.0254e-03 7.5438e-02
3472 2.4956e-03 4.3390e-03 1.2896e-02 3.0544e-03 9.7880e-01 4.5245e-02 9.8128e-03 7.5374e-02
3473 2.1825e-03 4.0153e-03 1.3185e-02 3.0995e-03 9.6438e-01 4.8399e-02 8.0742e-03 7.1661e-02
3474 2.7939e-03 5.0367e-03 1.2179e-02 2.9209e-03 9.7719e-01 4.8856e-02 8.7586e-03 7.4215e-02
3475 2.8125e-03 4.3680e-03 1.2460e-02 3.0239e-03 9.7554e-01 4.9081e-02 9.8425e-03 7.5767e-02
3476 2.4259e-03 4.4571e-03 1.2436e-02 3.0975e-03 9.6195e-01 5.0445e-02 1.0489e-02 7.3760e-02
3477 2.7363e-03 5.3800e-03 1.1715e-02 3.0203e-03 9.8410e-01 4.6906e-02 1.1077e-02 7.6917e-02
3478 2.4604e-03 3.9575e-03 1.2834e-02 3.1996e-03 9.7232e-01 4.7291e-02 8.0682e-03 7.4455e-02
3479 2.4275e-03 4.4626e-03 1.2489e-02 3.0421e-03 9.5976e-01 4.9780e-02 6.5613e-03 7.2415e-02
3480 2.5384e-03 5.4827e-03 1.1603e-02 2.9891e-03 9.9129e-01 4.5861e-02 9.6527e-03 7.7265e-02
3481 2.6960e-03 3.7136e-03 1.2962e-02 3.2899e-03 9.6904e-01 4.8075e-02 1.0390e-02 7.2234e-02
3482 2.7639e-03 4.7018e-03 1.2059e-02 2.9989e-03 9.5424e-01 5.1689e-02 1.0860e-02 6.9824e-02
3483 2.7317e-03 6.1068e-03 1.1009e-02 2.9199e-03 1.0044e+00 4.3612e-02 1.2232e-02 7.6651e-02
3484 2.5628e-03 3.5325e-03 1.3723e-02 3.3167e-03 9.5794e-01 4.9898e-02 1.8276e-02 7.1901e-02
3485 2.6640e-03 5.6262e-03 1.1351e-02 3.0991e-03 9.5622e-01 5.2403e-02 1.1197e-02 7.0435e-02
3486 3.1741e-03 6.0059e-03 1.0977e-02 2.9850e-03 1.0118e+00 4.3677e-02 1.1102e-02 7.7970e-02
3487 3.7689e-03 3.6893e-03 1.4051e-02 3.3616e-03 9.3179e-01 5.2771e-02 1.9950e-02 6.7787e-02
3488 4.3025e-03 8.6763e-03 1.0063e-02 2.9369e-03 9.6590e-01 5.0479e-02 6.3335e-03 7.0419e-02
3489 3.5430e-03 5.1082e-03 1.1470e-02 3.0610e-03 1.0261e+00 4.1435e-02 1.2280e-02 7.7070e-02
3490 5.0136e-03 4.1357e-03 1.4802e-02 3.3776e-03 9.0696e-01 5.6080e-02 1.6698e-02 6.3002e-02
3491 6.0654e-03 1.2929e-02 9.3337e-03 2.8328e-03 9.5431e-01 5.3812e-02 3.2231e-03 6.4315e-02
3492 7.7304e-03 6.3247e-03 1.0970e-02 3.0511e-03 1.0382e+00 4.0821e-02 1.6287e-02 7.7017e-02
3493 1.6474e-02 4.9222e-03 1.5445e-02 3.4628e-03 8.8047e-01 5.3424e-02 6.9316e-03 5.2901e-02
3494 1.9484e-02 1.8234e-02 9.9623e-03 2.4144e-03 8.8960e-01 6.0809e-02 -1.5716e-02 4.3176e-02
3495 1.4268e-02 1.6967e-02 9.9824e-03 3.0715e-03 1.0414e+00 3.9525e-02 5.5493e-03 5.8662e-02
3496 2.5976e-02 5.1427e-03 1.7336e-02 2.7793e-03 9.6332e-01 3.6101e-02 2.3015e-02 6.5610e-02
3497 3.7991e-02 4.2556e-03 1.5891e-02 2.7519e-03 8.6882e-01 5.8724e-02 -2.6064e-03 4.5850e-02
3498 1.3809e-02 2.1765e-02 1.0566e-02 2.0494e-03 9.9190e-01 4.5508e-02 -1.0508e-02 5.2717e-02
3499 2.5300e-02 3.7957e-03 1.6925e-02 3.4251e-03 9.9769e-01 5.4257e-02 1.7513e-02 6.5078e-02
3500 2.7482e-02 4.5930e-03 1.6731e-02 3.3528e-03 8.7221e-01 5.4730e-02 -1.9831e-02 4.6941e-02
3501 1.7991e-02 2.0469e-02 1.1453e-02 1.8796e-03 9.5125e-01 3.5431e-02 -4.3033e-02 4.9600e-02
3502 2.5193e-02 5.2527e-03 1.8377e-02 2.4191e-03 9.7427e-01 3.5682e-02 -1.4296e-03 4.3351e-02
3503 2.1445e-02 3.7430e-03 2.2249e-02 1.6381e-03 9.3497e-01 3.9478e-02 3.5903e-02 3.6249e-02
3504 1.6453e-02 7.3711e-03 1.7238e-02 2.1854e-03 9.4827e-01 4.9482e-02 2.7805e-02 3.6854e-02
3505 1.8021e-02 6.6872e-03 1.6273e-02 2.1293e-03 9.9309e-01 4.6635e-02 6.1945e-03 5.1125e-02
3506 7.7681e-03 4.0410e-03 2.0972e-02 3.3493e-03 9.6147e-01 4.5906e-02 -2.8880e-03 5.5954e-02
3507 1.2915e-02 5.2118e-03 1.8793e-02 4.2958e-03 9.4361e-01 5.3588e-02 1.3605e-02 5.3206e-02
3508 9.5558e-03 7.4984e-03 1.6273e-02 4.3321e-03 9.6689e-01 5.6251e-02 1.3489e-02 5.4096e-02
3509 1.0798e-02 5.7564e-03 1.6677e-02 4.0081e-03 9.7351e-01 5.7830e-02 -1.1350e-03 5.9041e-02
3510 7.8776e-03 5.5894e-03 1.6855e-02 3.5280e-03 9.8494e-01 4.9229e-02 4.0236e-03 6.4307e-02
3511 8.4191e-03 4.3006e-03 1.8021e-02 3.1221e-03 9.8527e-01 5.0068e-02 2.8498e-02 6.5932e-02
3512 6.0055e-03 4.4103e-03 1.8627e-02 3.0118e-03 9.3271e-01 5.2641e-02 3.8577e-02 6.1906e-02
3513 5.8864e-03 8.7199e-03 1.5160e-02 2.8285e-03 9.4816e-01 4.7432e-02 3.0099e-02 6.5521e-02
3514 6.3189e-03 6.4349e-03 1.5865e-02 2.6656e-03 1.0098e+00 4.5063e-02 2.4638e-02 7.4477e-02
3515 5.2646e-03 3.9167e-03 2.0062e-02 3.0602e-03 9.6748e-01 5.2348e-02 3.4082e-02 7.1152e-02
3516 4.7310e-03 5.3229e-03 1.6367e-02 3.3009e-03 9.2632e-01 5.9928e-02 3.7656e-02 6.5605e-02
3517 4.4842e-03 1.0301e-02 1.2941e-02 3.3440e-03 9.7301e-01 5.4765e-02 2.8649e-02 7.1719e-02
3518 5.0793e-03 5.2280e-03 1.5073e-02 3.4688e-03 1.0010e+00 4.9207e-02 2.1834e-02 8.1446e-02
3519 4.3208e-03 4.0763e-03 1.6738e-02 3.8884e-03 9.5439e-01 5.2485e-02 2.4385e-02 8.1886e-02
3520 5.2256e-03 6.2668e-03 1.4140e-02 3.9626e-03 9.6626e-01 5.3405e-02 2.4013e-02 8.2622e-02
3521 4.2463e-03 5.4760e-03 1.4683e-02 3.9015e-03 9.9273e-01 5.0501e-02 2.0648e-02 8.4444e-02
3522 5.7225e-03 4.1895e-03 1.5612e-02 3.7678e-03 9.5347e-01 5.5640e-02 2.4973e-02 8.2097e-02
3523 3.5261e-03 6.6437e-03 1.3188e-02 3.6015e-03 9.7098e-01 5.1880e-02 2.8936e-02 8.7472e-02
3524 3.2756e-03 5.0188e-03 1.4040e-02 3.8443e-03 9.9270e-01 4.9620e-02 2.8913e-02 9.2080e-02
3525 4.0247e-03 4.1077e-03 1.5365e-02 3.9818e-03 9.4060e-01 5.7620e-02 2.9252e-02 8.1827e-02
3526 3.6401e-03 8.1911e-03 1.2311e-02 3.3730e-03 9.6877e-01 5.1444e-02 2.8175e-02 8.3347e-02
3527 3.6883e-03 5.0992e-03 1.3742e-02 3.5242e-03 9.9778e-01 4.7668e-02 2.2315e-02 8.7668e-02
3528 3.6172e-03 3.8906e-03 1.5352e-02 3.7345e-03 9.4461e-01 5.4386e-02 1.1892e-02 8.0266e-02
3529 3.4553e-03 7.3693e-03 1.2235e-02 3.2411e-03 9.6973e-01 5.2220e-02 3.4901e-03 8.2377e-02
3530 2.7496e-03 5.1036e-03 1.3461e-02 3.2997e-03 1.0087e+00 4.7363e-02 6.1156e-03 8.5967e-02
3531 3.4008e-03 3.9900e-03 1.5642e-02 3.5327e-03 9.4594e-01 5.3968e-02 1.0541e-02 7.9993e-02
3532 3.0962e-03 7.1861e-03 1.2218e-02 3.2637e-03 9.6004e-01 5.2042e-02 5.7285e-03 8.2358e-02
3533 2.4935e-03 5.7120e-03 1.2489e-02 3.2562e-03 1.0141e+00 4.5985e-02 8.1502e-03 8.8636e-02
3534 4.3668e-03 3.9810e-03 1.5026e-02 3.6093e-03 9.4414e-01 5.4969e-02 1.6167e-02 7.7661e-02
3535 3.9624e-03 7.4576e-03 1.1364e-02 3.2010e-03 9.5626e-01 5.3952e-02 1.1262e-02 7.5217e-02
3536 2.2570e-03 6.2033e-03 1.1995e-02 3.0470e-03 1.0092e+00 4.6442e-02 5.3778e-03 8.1002e-02
3537 4.6147e-03 3.9007e-03 1.5100e-02 3.2777e-03 9.4831e-01 4.9919e-02 1.3833e-02 7.4092e-02
3538 3.8227e-03 6.5517e-03 1.1980e-02 3.1294e-03 9.6000e-01 4.9183e-02 1.0026e-02 7.5105e-02
3539 2.3660e-03 5.4449e-03 1.2307e-02 3.1759e-03 1.0088e+00 4.6171e-02 7.3581e-04 7.9615e-02
3540 5.4953e-03 3.8338e-03 1.4200e-02 3.2930e-03 9.4447e-01 5.5276e-02 3.6939e-03 7.2800e-02
3541 3.0396e-03 7.4282e-03 1.0904e-02 3.0092e-03 9.5513e-01 5.2787e-02 6.7680e-03 7.2745e-02
3542 4.4885e-03 6.1524e-03 1.1125e-02 2.9892e-03 1.0215e+00 4.3492e-02 -3.4460e-04 8.1565e-02
3543 7.0903e-03 4.0681e-03 1.5493e-02 3.4270e-03 9.1755e-01 5.4709e-02 4.0959e-03 6.0415e-02
3544 6.6506e-03 1.1030e-02 1.0227e-02 2.5169e-03 9.6169e-01 4.6639e-02 2.1851e-03 6.6181e-02
3545 3.9982e-03 5.1152e-03 1.3306e-02 2.8799e-03 1.0115e+00 4.1258e-02 1.9279e-03 6.9012e-02
3546 3.3845e-03 3.5498e-03 1.5516e-02 3.0011e-03 9.5666e-01 5.1132e-02 7.0310e-03 6.4369e-02
3547 3.9059e-03 5.9065e-03 1.1830e-02 2.7189e-03 9.6903e-01 4.6989e-02 2.0878e-03 7.0371e-02
3548 4.5434e-03 4.6390e-03 1.2903e-02 2.9851e-03 9.7677e-01 4.8059e-02 1.2323e-03 6.8851e-02
3549 4.7882e-03 4.3208e-03 1.2227e-02 2.8398e-03 9.8542e-01 4.9363e-02 -5.2711e-04 7.6736e-02
3550 5.0024e-03 4.1373e-03 1.2814e-02 3.1881e-03 9.5053e-01 4.9789e-02 2.0209e-04 6.7803e-02
3551 6.6453e-03 6.2826e-03 1.1163e-02 2.7925e-03 9.8146e-01 4.7670e-02 8.2654e-03 7.4592e-02
3552 6.3311e-03 4.1167e-03 1.3032e-02 3.2313e-03 9.7340e-01 4.2457e-02 7.4658e-03 6.2367e-02
3553 6.0925e-03 4.0444e-03 1.3007e-02 2.6241e-03 9.6909e-01 4.3103e-02 9.6836e-03 6.7241e-02
3554 4.5507e-03 4.3281e-03 1.3470e-02 2.8803e-03 9.5777e-01 4.8602e-02 1.1224e-02 6.3061e-02
3555 3.3134e-03 5.5747e-03 1.2001e-02 2.8569e-03 9.9494e-01 4.7212e-02 1.2695e-02 6.6736e-02
3556 3.9636e-03 3.8151e-03 1.3067e-02 2.9037e-03 9.7816e-01 4.7916e-02 1.0669e-02 6.8752e-02
3557 5.0088e-03 4.2518e-03 1.2736e-02 3.0138e-03 9.3104e-01 5.5101e-02 7.8572e-03 6.3104e-02
3558 7.7290e-03 9.0212e-03 9.8136e-03 2.8069e-03 1.0192e+00 4.2313e-02 3.9961e-03 7.5956e-02
3559 7.5359e-03 3.8572e-03 1.4808e-02 3.2700e-03 9.3788e-01 4.9571e-02 1.2382e-02 6.1470e-02
3560 5.3664e-03 7.6460e-03 1.1206e-02 2.6508e-03 9.3965e-01 5.1214e-02 1.4311e-02 6.2530e-02
3561 2.9529e-03 7.5751e-03 1.0908e-02 2.7843e-03 1.0359e+00 3.8056e-02 7.6299e-03 7.5637e-02
3562 5.8256e-03 4.5613e-03 1.6255e-02 3.4262e-03 9.2842e-01 5.1377e-02 1.4221e-02 6.2962e-02
3563 4.4509e-03 9.0384e-03 1.0696e-02 2.7632e-03 9.3595e-01 5.5130e-02 1.1951e-02 5.9994e-02
3564 4.6799e-03 8.4111e-03 1.0441e-02 2.5766e-03 1.0485e+00 4.3571e-02 3.2213e-03 7.5892e-02
3565 8.9515e-03 6.0650e-03 1.6676e-02 3.4071e-03 9.1151e-01 6.0793e-02 1.3422e-02 6.2696e-02
3566 3.8013e-03 1.2649e-02 9.2306e-03 2.7906e-03 9.5184e-01 5.2544e-02 7.6799e-03 6.3892e-02
3567 9.8082e-03 6.4315e-03 1.0987e-02 2.8139e-03 1.0529e+00 4.6251e-02 7.1316e-03 8.2738e-02
3568 1.9660e-02 6.7821e-03 1.6932e-02 3.8127e-03 8.4476e-01 6.6296e-02 -1.7282e-02 4.6393e-02
3569 7.1029e-03 2.9370e-02 7.8282e-03 2.4949e-03 9.2491e-01 4.9653e-02 -6.3073e-03 4.7542e-02
3570 1.8502e-02 9.4226e-03 1.1566e-02 2.2048e-03 1.0178e+00 3.6929e-02 1.4489e-02 6.1259e-02
3571 4.8042e-02 3.4802e-03 1.8736e-02 2.5225e-03 9.2775e-01 5.9202e-02 1.0250e-02 4.8590e-02
3572 2.4733e-02 1.0045e-02 1.2668e-02 3.7922e-03 8.4415e-01 6.4630e-02 5.5960e-02 3.0315e-02
3573 2.8845e-02 2.9339e-02 7.7451e-03 4.2536e-03 1.0248e+00 8.6804e-02 1.5796e-02 3.9309e-02
3574 3.1572e-02 1.0259e-02 2.3455e-02 2.6016e-03 9.2779e-01 4.7874e-02 2.5649e-02 4.5924e-02
3575 7.9316e-02 8.9319e-03 1.6646e-02 4.1118e-03 7.4661e-01 6.1499e-02 -6.7774e-02 1.4482e-02
3576 1.1583e-01 6.8649e-02 8.7006e-03 4.2379e-03 8.7124e-01 6.3533e-02 -2.7959e-02 1.8361e-02
3577 2.5405e-02 2.1797e-02 2.2504e-02 4.2244e-03 1.0191e+00 6.2466e-02 -2.6006e-02 2.1875e-02
3578 7.0518e-02 6.0763e-03 4.4467e-02 4.2915e-03 9.5026e-01 6.1088e-02 -2.8946e-02 1.5034e-02
3579 4.9311e-02 7.7884e-03 3.5177e-02 3.6314e-03 8.4612e-01 6.6778e-02 -2.8214e-02 1.4554e-02
3580 2.6250e-02 2.9327e-02 2.2822e-02 3.1981e-03 8.6493e-01 6.9094e-02 -3.2600e-02 2.5581e-02
3581 3.8790e-02 2.4363e-02 2.4346e-02 3.2119e-03 9.5311e-01 4.3111e-02 -1.6664e-02 3.5129e-02
3582 2.8122e-02 5.8784e-03 3.5482e-02 2.5039e-03 1.0014e+00 3.1416e-02 6.8665e-03 3.4805e-02
3583 1.6757e-02 3.1303e-03 4.4457e-02 1.8265e-03 9.5514e-01 4.2472e-02 1.7572e-02 3.0408e-02
3584 2.2992e-02 5.7695e-03 3.9704e-02 1.5924e-03 8.8737e-01 3.9783e-02 2.1951e-02 2.7763e-02
3585 1.9878e-02 1.5879e-02 3.1684e-02 1.6337e-03 8.9082e-01 3.2845e-02 2.1559e-02 3.0616e-02
3586 1.2429e-02 1.4598e-02 3.0891e-02 2.2237e-03 9.5985e-01 3.0766e-02 1.6539e-02 3.8623e-02
3587 1.7909e-02 4.4576e-03 3.6366e-02 3.4609e-03 9.7753e-01 3.2085e-02 2.3383e-02 4.1678e-02
3588 1.8636e-02 3.5017e-03 3.7804e-02 4.5764e-03 9.2835e-01 3.4840e-02 3.7636e-02 3.8369e-02
3589 1.2804e-02 8.0836e-03 3.3196e-02 4.7693e-03 9.1470e-01 3.8611e-02 4.3695e-02 3.7318e-02
3590 1.1622e-02 1.0449e-02 3.1960e-02 4.2596e-03 9.5645e-01 4.2623e-02 4.5093e-02 4.0325e-02
3591 9.7084e-03 5.6078e-03 3.5892e-02 3.7979e-03 9.8157e-01 4.2701e-02 4.5958e-02 4.4226e-02
3592 1.0239e-02 4.1759e-03 3.8092e-02 3.6536e-03 9.3632e-01 3.8483e-02 4.2506e-02 4.5050e-02
3593 8.9550e-03 7.2924e-03 3.2395e-02 3.3397e-03 8.9468e-01 4.1305e-02 3.8455e-02 4.5766e-02
3594 7.7899e-03 1.4322e-02 2.7633e-02 2.9983e-03 9.1801e-01 4.4648e-02 3.8248e-02 5.0124e-02
3595 9.3768e-03 1.0330e-02 2.9125e-02 2.8918e-03 9.7488e-01 4.3024e-02 4.3745e-02 5.5947e-02
3596 1.0375e-02 4.3519e-03 3.4270e-02 3.0602e-03 9.7872e-01 4.2970e-02 5.0609e-02 5.7205e-02
3597 8.3309e-03 4.1790e-03 3.4330e-02 3.1507e-03 9.2763e-01 4.5983e-02 5.2016e-02 5.4399e-02
3598 6.3668e-03 8.9786e-03 2.8898e-02 2.9380e-03 9.1013e-01 4.8130e-02 4.8632e-02 5.5152e-02
3599 7.1083e-03 1.1924e-02 2.6737e-02 2.7986e-03 9.5120e-01 4.8836e-02 4.3834e-02 6.2315e-02
3600 7.4992e-03 6.4746e-03 2.9493e-02 2.9782e-03 9.8795e-01 4.9768e-02 4.1018e-02 7.1204e-02
3601 6.1001e-03 4.4789e-03 3.1642e-02 3.3697e-03 9.5990e-01 5.2955e-02 4.1302e-02 7.5676e-02
3602 5.1920e-03 6.0963e-03 2.7771e-02 3.5867e-03 9.2748e-01 5.7165e-02 4.3149e-02 7.9218e-02
3603 5.7064e-03 1.0024e-02 2.4178e-02 3.8026e-03 9.5050e-01 5.9002e-02 4.2580e-02 8.7119e-02
3604 5.8898e-03 7.5079e-03 2.4964e-02 4.2730e-03 9.7546e-01 6.2024e-02 3.5977e-02 9.2589e-02
3605 6.2372e-03 6.1094e-03 2.5908e-02 4.4373e-03 9.4479e-01 6.6475e-02 2.7072e-02 8.8421e-02
3606 5.6286e-03 8.9366e-03 2.2720e-02 3.8418e-03 9.4062e-01 6.9656e-02 2.6429e-02 8.7117e-02
3607 5.6851e-03 9.7973e-03 2.1607e-02 3.6551e-03 9.7500e-01 7.0880e-02 3.0053e-02 9.0682e-02
3608 5.4407e-03 7.2090e-03 2.3443e-02 3.9420e-03 9.7028e-01 7.2126e-02 2.7012e-02 8.8470e-02
3609 4.8169e-03 7.6013e-03 2.2606e-02 3.7223e-03 9.4287e-01 7.4499e-02 1.9151e-02 8.3710e-02
3610 4.3442e-03 1.0184e-02 2.0171e-02 3.3498e-03 9.5149e-01 7.5192e-02 1.6436e-02 8.5563e-02
3611 4.8368e-03 9.3997e-03 2.0335e-02 3.4753e-03 9.7096e-01 7.4577e-02 2.2559e-02 9.0017e-02
3612 5.1061e-03 7.8722e-03 2.1282e-02 3.7833e-03 9.5521e-01 7.6514e-02 2.7292e-02 8.8187e-02
3613 4.3508e-03 9.2454e-03 1.9685e-02 3.6402e-03 9.4800e-01 7.8871e-02 2.5531e-02 8.6183e-02
3614 4.2174e-03 1.0259e-02 1.8730e-02 3.4232e-03 9.7408e-01 7.8629e-02 2.4000e-02 8.9873e-02
3615 3.9646e-03 8.2843e-03 1.9989e-02 3.6449e-03 9.7518e-01 7.9309e-02 2.5938e-02 9.1606e-02
3616 3.9042e-03 8.3296e-03 1.9545e-02 3.8303e-03 9.4196e-01 8.1412e-02 2.8098e-02 8.7368e-02
3617 3.3109e-03 1.1271e-02 1.6976e-02 3.6509e-03 9.5425e-01 8.0186e-02 3.0850e-02 8.8817e-02
3618 3.3418e-03 9.8503e-03 1.7301e-02 3.8953e-03 9.8852e-01 7.6959e-02 3.2043e-02 9.2910e-02
3619 3.6264e-03 7.5427e-03 1.9258e-02 4.3443e-03 9.5820e-01 7.6127e-02 2.3566e-02 8.4910e-02
3620 3.3203e-03 8.9163e-03 1.7703e-02 3.7149e-03 9.5240e-01 7.4044e-02 1.5754e-02 7.9231e-02
3621 3.2718e-03 9.1208e-03 1.7656e-02 3.2585e-03 9.8337e-01 7.0681e-02 1.5160e-02 7.9164e-02
3622 3.2925e-03 6.8121e-03 1.9813e-02 3.2492e-03 9.7305e-01 6.9075e-02 1.9033e-02 7.6528e-02
3623 3.3700e-03 7.0119e-03 1.9296e-02 3.1142e-03 9.4353e-01 6.8832e-02 1.6074e-02 7.2051e-02
3624 3.3463e-03 9.3005e-03 1.7188e-02 2.7945e-03 9.7282e-01 6.6716e-02 1.3407e-02 7.5776e-02
3625 3.6922e-03 6.6868e-03 1.8608e-02 2.9407e-03 9.9331e-01 6.3479e-02 1.7856e-02 7.9693e-02
3626 3.9807e-03 5.6756e-03 1.9837e-02 3.1973e-03 9.4290e-01 6.5750e-02 1.8918e-02 7.2719e-02
3627 3.5494e-03 8.9634e-03 1.6578e-02 2.8117e-03 9.5917e-01 6.2390e-02 1.9340e-02 7.3611e-02
3628 3.5546e-03 7.0298e-03 1.7457e-02 2.8880e-03 9.9635e-01 5.8353e-02 1.9673e-02 7.7731e-02
3629 4.1715e-03 5.0803e-03 1.9847e-02 3.1401e-03 9.4576e-01 6.1582e-02 1.5547e-02 7.0200e-02
3630 4.1576e-03 8.1511e-03 1.6376e-02 2.6965e-03 9.6053e-01 5.8306e-02 1.8873e-02 7.2020e-02
3631 3.6609e-03 6.4551e-03 1.7199e-02 2.8330e-03 9.9832e-01 5.3943e-02 2.1233e-02 7.6240e-02
3632 4.0406e-03 4.6055e-03 1.9527e-02 3.1233e-03 9.4859e-01 5.8069e-02 1.6263e-02 6.9773e-02
3633 4.1806e-03 7.4582e-03 1.6158e-02 2.7244e-03 9.5820e-01 5.5878e-02 1.6705e-02 7.2193e-02
3634 4.1314e-03 6.3628e-03 1.6770e-02 2.7946e-03 9.7907e-01 5.4655e-02 1.3923e-02 7.2442e-02
3635 4.5171e-03 5.0071e-03 1.7602e-02 2.8346e-03 9.7676e-01 5.4282e-02 1.9517e-02 7.3827e-02
3636 4.7537e-03 5.0551e-03 1.7378e-02 2.8980e-03 9.3378e-01 6.1412e-02 1.5018e-02 6.6359e-02
3637 5.4094e-03 9.5000e-03 1.4493e-02 2.5774e-03 9.9210e-01 5.3492e-02 1.6215e-02 7.3617e-02
3638 6.0009e-03 4.5631e-03 1.8275e-02 2.9118e-03 9.5427e-01 5.8077e-02 1.1860e-02 6.5682e-02
3639 7.9955e-03 6.9107e-03 1.5555e-02 2.6786e-03 9.5998e-01 5.4781e-02 2.2501e-02 7.0659e-02
3640 1.4079e-02 6.0936e-03 1.6364e-02 2.7286e-03 9.2911e-01 6.8221e-02 1.2465e-02 5.9028e-02
3641 1.8198e-02 1.0995e-02 1.3876e-02 2.3897e-03 1.0134e+00 5.1470e-02 1.9703e-02 7.0408e-02
3642 1.2321e-02 4.5814e-03 2.0322e-02 2.8355e-03 9.2058e-01 5.7184e-02 1.9972e-02 5.6652e-02
3643 3.4338e-03 1.0916e-02 1.4734e-02 2.5010e-03 9.4151e-01 5.4699e-02 1.6900e-02 5.5283e-02
3644 6.8089e-03 7.8583e-03 1.5864e-02 2.4832e-03 1.0248e+00 4.8522e-02 1.7001e-02 6.3835e-02
3645 9.2968e-03 4.8049e-03 2.1311e-02 2.5287e-03 9.2759e-01 6.1126e-02 1.3820e-02 5.1655e-02
3646 4.7116e-03 1.0322e-02 1.4416e-02 2.0967e-03 9.5032e-01 5.5363e-02 1.4430e-02 5.3414e-02
3647 4.8614e-03 6.9901e-03 1.5648e-02 2.2850e-03 1.0268e+00 5.0998e-02 1.7769e-02 6.3699e-02
3648 7.9349e-03 5.1622e-03 2.1171e-02 2.6931e-03 9.2119e-01 5.9387e-02 1.2196e-02 5.3259e-02
3649 3.7148e-03 1.1041e-02 1.3978e-02 2.2748e-03 9.4139e-01 6.3107e-02 6.3069e-03 5.3505e-02
3650 5.8789e-03 8.7796e-03 1.4526e-02 2.2589e-03 1.0318e+00 5.3843e-02 1.3687e-02 6.3036e-02
3651 6.5648e-03 5.6986e-03 2.0205e-02 2.5830e-03 9.4090e-01 5.7324e-02 2.2869e-02 5.4994e-02
3652 3.6180e-03 8.1645e-03 1.4613e-02 2.4186e-03 9.3089e-01 5.6729e-02 1.6807e-02 5.4679e-02
3653 6.3917e-03 9.3442e-03 1.3914e-02 2.3748e-03 1.0308e+00 5.0192e-02 9.8416e-03 6.8778e-02
3654 4.5612e-03 5.2654e-03 1.9970e-02 2.7978e-03 9.5743e-01 5.8791e-02 1.4637e-02 6.4037e-02
3655 4.1180e-03 6.6818e-03 1.4864e-02 2.4429e-03 9.1480e-01 6.2178e-02 1.4971e-02 5.8644e-02
3656 6.4013e-03 1.2348e-02 1.2166e-02 2.2330e-03 1.0340e+00 5.2268e-02 9.4237e-03 7.2392e-02
3657 3.9791e-03 5.7063e-03 1.9272e-02 3.0071e-03 9.6188e-01 6.0488e-02 6.2501e-03 6.6825e-02
3658 5.2826e-03 6.5210e-03 1.4664e-02 2.5851e-03 8.9806e-01 6.8759e-02 1.9645e-03 5.7487e-02
3659 4.5480e-03 1.6238e-02 1.1219e-02 2.1702e-03 1.0246e+00 4.9340e-02 5.1621e-03 6.9019e-02
3660 5.1916e-03 4.8037e-03 1.8114e-02 2.8176e-03 1.0118e+00 5.5427e-02 2.2679e-02 7.1454e-02
3661 1.1923e-02 4.9074e-03 1.7534e-02 3.0902e-03 8.4638e-01 7.2364e-02 8.8836e-03 5.0080e-02
3662 4.9021e-03 2.9741e-02 9.1479e-03 2.1025e-03 9.7901e-01 5.9083e-02 -4.5704e-03 6.2622e-02
3663 1.5274e-02 5.4577e-03 1.5621e-02 2.8409e-03 1.0540e+00 4.4214e-02 2.2735e-02 7.2048e-02
3664 2.3447e-02 6.8017e-03 2.0807e-02 3.1375e-03 8.5548e-01 5.8969e-02 2.0597e-02 4.6532e-02
3665 8.7395e-03 2.5395e-02 1.0162e-02 1.9424e-03 9.3038e-01 4.7883e-02 -4.2226e-03 4.8770e-02
3666 1.8466e-02 8.5859e-03 1.4814e-02 2.4668e-03 1.0513e+00 4.0565e-02 -4.0396e-03 6.2603e-02
3667 1.8590e-02 6.2758e-03 2.4232e-02 2.8275e-03 9.2708e-01 4.9619e-02 1.3126e-02 5.6135e-02
3668 1.3432e-02 9.1569e-03 1.4592e-02 2.3934e-03 8.8183e-01 6.2292e-02 5.3046e-03 4.8618e-02
3669 2.1731e-02 1.9008e-02 1.1291e-02 1.9195e-03 1.0533e+00 3.6375e-02 -3.1968e-04 6.1946e-02
3670 6.4604e-03 6.2146e-03 2.2876e-02 2.7983e-03 1.0127e+00 4.3998e-02 1.1617e-02 6.5080e-02
3671 2.1164e-02 3.9153e-03 2.1504e-02 3.2085e-03 8.4371e-01 5.5679e-02 5.4975e-03 5.1022e-02
3672 5.2456e-03 2.8567e-02 1.1319e-02 2.5595e-03 9.2472e-01 5.7502e-02 -5.3321e-05 5.5494e-02
3673 1.4844e-02 1.0397e-02 1.4422e-02 2.2995e-03 1.1029e+00 3.3766e-02 1.5729e-02 6.8100e-02
