#epoch loss_f loss_bc_u_top loss_bc_u_rest loss_bc_v u_avg u_std v_avg v_std
1655 1.0513e-02 2.1914e-02 1.3578e-02 2.5285e-03 1.0161e+00 5.3297e-02 1.3124e-02 7.0045e-02
1656 4.5019e-03 4.9075e-03 2.4013e-02 3.5550e-03 9.8054e-01 5.1483e-02 3.5586e-02 6.9486e-02
1657 1.1379e-02 4.7112e-03 2.2765e-02 4.0634e-03 8.8702e-01 6.5509e-02 1.6624e-02 5.6942e-02
1658 7.6041e-03 1.8249e-02 1.5188e-02 2.9325e-03 9.9573e-01 6.1891e-02 2.7125e-03 6.7288e-02
1659 7.9629e-03 5.5020e-03 2.1803e-02 3.2364e-03 9.8495e-01 5.6502e-02 2.1870e-02 6.9568e-02
1660 9.1869e-03 5.0556e-03 2.2107e-02 3.6880e-03 8.8681e-01 6.1817e-02 2.7739e-02 5.8979e-02
1661 9.7592e-03 1.7834e-02 1.5336e-02 3.2036e-03 1.0176e+00 6.0374e-02 1.4671e-02 7.2184e-02
1662 6.8840e-03 5.6799e-03 2.2736e-02 3.4579e-03 9.7911e-01 6.3432e-02 2.7037e-03 6.8073e-02
1663 1.0663e-02 5.9836e-03 2.0252e-02 3.2731e-03 8.7308e-01 6.6897e-02 1.3243e-02 5.7442e-02
1664 6.3187e-03 2.1677e-02 1.4123e-02 2.9024e-03 1.0329e+00 5.5289e-02 3.2481e-02 7.6827e-02
1665 8.7448e-03 5.9766e-03 2.4062e-02 4.0390e-03 9.5987e-01 6.1314e-02 1.0562e-02 6.6472e-02
1666 5.5337e-03 6.8517e-03 1.9341e-02 3.3595e-03 8.9679e-01 6.5726e-02 9.3859e-04 6.0533e-02
1667 4.1676e-03 1.6170e-02 1.5568e-02 3.0341e-03 1.0004e+00 5.8573e-02 1.8154e-02 7.3755e-02
1668 6.9173e-03 5.1164e-03 2.1896e-02 3.6444e-03 9.8445e-01 5.6054e-02 2.6128e-02 7.0893e-02
1669 4.4045e-03 5.0177e-03 2.1164e-02 3.7477e-03 9.1190e-01 6.2087e-02 1.1838e-02 6.4227e-02
1670 4.6811e-03 1.2906e-02 1.6529e-02 3.2465e-03 9.8671e-01 6.1872e-02 9.8570e-03 7.3585e-02
1671 5.9813e-03 5.5754e-03 2.0195e-02 3.4522e-03 9.8257e-01 6.1868e-02 1.2809e-02 7.1040e-02
1672 4.7142e-03 5.6831e-03 1.9656e-02 3.3650e-03 9.3349e-01 5.9488e-02 2.1111e-02 6.9151e-02
1673 5.5874e-03 9.3543e-03 1.7654e-02 3.5443e-03 9.8324e-01 5.7252e-02 2.6469e-02 7.5581e-02
1674 3.7481e-03 5.1552e-03 2.0311e-02 3.8676e-03 9.6502e-01 6.5304e-02 1.1673e-02 6.8435e-02
1675 6.3358e-03 6.9482e-03 1.8150e-02 3.2306e-03 9.5356e-01 6.0461e-02 1.6704e-02 7.0734e-02
1676 3.6796e-03 7.2634e-03 1.8462e-02 3.5808e-03 9.5698e-01 5.7446e-02 2.7656e-02 7.2089e-02
1677 3.2177e-03 6.6490e-03 1.8887e-02 3.8517e-03 9.7828e-01 5.9471e-02 2.7342e-02 7.1899e-02
1678 5.1909e-03 5.5740e-03 1.9374e-02 3.7337e-03 9.6488e-01 6.1455e-02 2.0285e-02 7.2328e-02
1679 3.7367e-03 6.4874e-03 1.8517e-02 3.6516e-03 9.3777e-01 6.3092e-02 1.5550e-02 6.9469e-02
1680 3.7160e-03 9.2082e-03 1.6813e-02 3.4410e-03 9.8774e-01 5.9120e-02 3.0561e-02 7.4886e-02
1681 4.3333e-03 5.2334e-03 1.9554e-02 3.8792e-03 9.7020e-01 5.9009e-02 2.7099e-02 7.3945e-02
1682 3.3717e-03 5.8866e-03 1.8689e-02 3.7992e-03 9.4366e-01 6.2526e-02 1.7312e-02 6.9901e-02
1683 3.7102e-03 8.4607e-03 1.7003e-02 3.4645e-03 9.7831e-01 6.1699e-02 2.3004e-02 7.2124e-02
1684 4.1676e-03 5.7970e-03 1.8709e-02 3.6019e-03 9.6673e-01 5.9003e-02 2.6046e-02 7.1611e-02
1685 3.6160e-03 6.0937e-03 1.8441e-02 3.7071e-03 9.5487e-01 5.8868e-02 2.8348e-02 7.0820e-02
1686 3.3591e-03 6.9643e-03 1.8063e-02 3.7970e-03 9.6859e-01 6.0774e-02 1.9917e-02 7.0307e-02
1687 3.5376e-03 6.1746e-03 1.8311e-02 3.5764e-03 9.6761e-01 6.0778e-02 2.1065e-02 7.1532e-02
1688 3.7338e-03 6.2334e-03 1.8176e-02 3.6239e-03 9.5768e-01 5.9028e-02 2.9558e-02 7.1186e-02
1689 3.2906e-03 6.7418e-03 1.7847e-02 3.8294e-03 9.6967e-01 5.8740e-02 2.7322e-02 7.1552e-02
1690 3.5337e-03 5.8845e-03 1.8259e-02 3.7851e-03 9.7341e-01 6.0468e-02 2.5389e-02 7.3116e-02
1691 3.9956e-03 5.8712e-03 1.8227e-02 3.7709e-03 9.4886e-01 6.2147e-02 2.0344e-02 6.8534e-02
1692 3.6994e-03 7.8750e-03 1.6770e-02 3.5354e-03 9.7875e-01 5.7897e-02 2.9473e-02 7.3504e-02
1693 3.5201e-03 5.3588e-03 1.8815e-02 3.9671e-03 9.5627e-01 6.0187e-02 2.6692e-02 7.0102e-02
1694 4.0897e-03 6.9841e-03 1.7220e-02 3.7051e-03 9.7227e-01 5.9525e-02 2.7326e-02 7.2110e-02
1695 4.1060e-03 5.8240e-03 1.8233e-02 3.8510e-03 9.5114e-01 6.0510e-02 1.8613e-02 6.8802e-02
1696 3.9686e-03 7.4730e-03 1.6951e-02 3.5729e-03 9.7963e-01 5.7809e-02 3.4214e-02 7.4061e-02
1697 4.3823e-03 5.3137e-03 1.8706e-02 4.0635e-03 9.5174e-01 5.9715e-02 1.6417e-02 6.7203e-02
1698 5.3778e-03 7.3281e-03 1.6958e-02 3.5248e-03 9.7998e-01 5.7984e-02 3.2521e-02 7.4509e-02
1699 6.7260e-03 5.3137e-03 1.8785e-02 4.0651e-03 9.2997e-01 6.2455e-02 1.2159e-02 6.1719e-02
1700 1.0003e-02 1.0133e-02 1.5468e-02 3.2283e-03 1.0061e+00 5.2923e-02 3.8647e-02 7.6825e-02
1701 1.3407e-02 4.5515e-03 2.1434e-02 4.4480e-03 8.8214e-01 6.3650e-02 4.0730e-04 5.3416e-02
1702 1.7054e-02 1.9094e-02 1.3650e-02 3.0608e-03 9.8795e-01 5.7002e-02 3.6516e-02 6.9385e-02
1703 1.5823e-02 5.0204e-03 2.0537e-02 3.8448e-03 9.6595e-01 5.0905e-02 7.9388e-03 6.1843e-02
1704 9.2173e-03 5.3582e-03 1.9936e-02 3.3277e-03 9.2361e-01 5.6691e-02 3.8002e-02 5.7411e-02
1705 6.7129e-03 1.0418e-02 1.6766e-02 3.4240e-03 1.0048e+00 5.1903e-02 7.7411e-03 6.6445e-02
1706 5.0889e-03 4.4504e-03 2.2012e-02 3.3494e-03 9.4861e-01 5.7376e-02 -1.0007e-02 6.0488e-02
1707 6.4424e-03 7.3874e-03 1.7933e-02 3.1550e-03 9.4943e-01 5.8097e-02 2.8685e-02 6.4845e-02
1708 8.0687e-03 7.3761e-03 1.7695e-02 3.4411e-03 9.9373e-01 5.1050e-02 9.5178e-03 7.0049e-02
1709 7.2961e-03 4.3469e-03 2.0650e-02 3.5716e-03 9.5021e-01 5.7858e-02 2.9029e-02 6.8588e-02
1710 4.5804e-03 7.2799e-03 1.7518e-02 3.6713e-03 9.3983e-01 6.0148e-02 1.2557e-02 6.5118e-02
1711 3.8369e-03 8.6351e-03 1.6645e-02 3.3891e-03 9.9968e-01 5.2479e-02 1.3468e-02 7.4380e-02
1712 5.2361e-03 4.4594e-03 2.0851e-02 3.9381e-03 9.2657e-01 6.1176e-02 3.1523e-02 6.6400e-02
1713 4.4123e-03 1.0460e-02 1.5768e-02 3.7175e-03 9.7117e-01 5.8547e-02 1.3396e-02 6.9704e-02
1714 4.8208e-03 5.7794e-03 1.8082e-02 3.6031e-03 9.9283e-01 5.6414e-02 2.7124e-02 7.5838e-02
1715 5.4822e-03 4.8559e-03 1.9575e-02 4.0528e-03 9.0201e-01 6.4380e-02 1.8489e-02 6.0080e-02
1716 8.4113e-03 1.4955e-02 1.4162e-02 3.1848e-03 1.0223e+00 5.0527e-02 2.0355e-02 7.6250e-02
1717 9.2264e-03 4.8580e-03 2.2798e-02 4.0914e-03 9.0023e-01 6.3965e-02 1.2554e-02 5.6432e-02
1718 9.2795e-03 1.5272e-02 1.4470e-02 2.9741e-03 9.7868e-01 5.4282e-02 2.9939e-02 6.5679e-02
1719 7.4298e-03 5.0123e-03 2.0215e-02 3.6688e-03 9.7854e-01 5.0788e-02 1.2550e-02 6.5767e-02
1720 5.8294e-03 4.6957e-03 2.0803e-02 3.4817e-03 9.2985e-01 6.0876e-02 2.3674e-02 5.9928e-02
1721 5.4767e-03 9.9823e-03 1.6440e-02 3.1628e-03 9.9073e-01 5.5491e-02 9.7823e-03 6.7555e-02
1722 4.6176e-03 4.8026e-03 2.0623e-02 3.4380e-03 9.5810e-01 5.7100e-02 6.9494e-03 6.7117e-02
1723 5.7744e-03 6.5079e-03 1.8252e-02 3.3513e-03 9.5896e-01 6.1688e-02 3.4024e-02 6.7355e-02
1724 8.0352e-03 6.9309e-03 1.7234e-02 3.5552e-03 9.8405e-01 5.5004e-02 6.8160e-03 7.0520e-02
1725 7.0766e-03 4.8949e-03 1.9563e-02 3.6155e-03 9.4806e-01 6.1044e-02 3.3949e-02 7.1087e-02
1726 5.2034e-03 7.8334e-03 1.6760e-02 3.8474e-03 9.5782e-01 6.1086e-02 1.7122e-02 6.5767e-02
1727 7.3150e-03 6.9654e-03 1.7048e-02 3.4672e-03 9.9114e-01 5.3261e-02 2.5165e-02 7.7801e-02
1728 8.4494e-03 4.5741e-03 2.0272e-02 4.2948e-03 8.9743e-01 6.5154e-02 2.1852e-02 6.0247e-02
1729 8.0535e-03 1.5956e-02 1.3893e-02 3.2466e-03 1.0205e+00 5.3669e-02 2.8783e-02 7.4673e-02
1730 8.9311e-03 5.0709e-03 2.1808e-02 4.0864e-03 9.0673e-01 5.8281e-02 8.2788e-03 6.3322e-02
1731 1.2319e-02 1.3388e-02 1.5365e-02 3.2493e-03 9.6640e-01 5.8005e-02 4.3447e-02 6.7757e-02
1732 1.4135e-02 6.0086e-03 1.8349e-02 3.8661e-03 9.8915e-01 5.1660e-02 -3.3704e-03 6.5773e-02
1733 8.8605e-03 4.4637e-03 2.0469e-02 3.3784e-03 9.4521e-01 5.6030e-02 2.1496e-02 6.8869e-02
1734 8.7776e-03 7.5902e-03 1.7913e-02 3.4852e-03 9.4526e-01 6.0096e-02 1.0962e-02 5.8084e-02
1735 1.1715e-02 8.0195e-03 1.6904e-02 3.0145e-03 1.0088e+00 4.9024e-02 6.6168e-03 7.0154e-02
1736 5.9949e-03 4.2843e-03 2.2991e-02 3.6563e-03 9.1172e-01 5.9011e-02 2.4716e-02 6.1515e-02
1737 5.0278e-03 1.2579e-02 1.5801e-02 3.2749e-03 9.7262e-01 5.7617e-02 1.4754e-02 6.1128e-02
1738 9.3947e-03 5.6297e-03 1.8897e-02 3.2914e-03 9.8682e-01 5.1623e-02 2.1870e-02 7.1751e-02
1739 6.0239e-03 4.5161e-03 2.0734e-02 3.8506e-03 9.1078e-01 6.0561e-02 2.8913e-02 6.4124e-02
1740 4.4548e-03 1.2917e-02 1.5278e-02 3.4819e-03 1.0097e+00 5.6123e-02 2.2712e-02 7.1989e-02
1741 8.7247e-03 4.9502e-03 2.0690e-02 3.7783e-03 9.3740e-01 6.0166e-02 1.0287e-02 7.2328e-02
1742 8.5811e-03 8.9212e-03 1.6493e-02 3.5274e-03 9.5387e-01 6.2324e-02 2.9849e-02 7.2264e-02
1743 4.9698e-03 7.4335e-03 1.6709e-02 3.6899e-03 1.0072e+00 5.4411e-02 1.8280e-02 7.4398e-02
1744 6.7422e-03 4.7189e-03 2.0432e-02 3.8034e-03 9.2249e-01 5.9582e-02 2.3482e-02 7.1892e-02
1745 9.9684e-03 1.0883e-02 1.5809e-02 3.6186e-03 9.5953e-01 6.1038e-02 1.0810e-02 6.4071e-02
1746 7.4656e-03 6.8236e-03 1.7387e-02 3.2256e-03 1.0004e+00 5.1782e-02 1.6092e-02 6.9402e-02
1747 4.2324e-03 4.4047e-03 2.1249e-02 3.6700e-03 9.1275e-01 5.6097e-02 2.9836e-02 6.5777e-02
1748 9.6479e-03 1.2095e-02 1.5958e-02 3.5611e-03 9.7700e-01 5.6087e-02 1.9075e-02 6.4747e-02
1749 7.4308e-03 5.2576e-03 1.9228e-02 3.4284e-03 9.8102e-01 5.5755e-02 9.5724e-03 6.6428e-02
1750 4.2317e-03 5.0707e-03 1.9390e-02 3.3618e-03 9.3589e-01 5.5907e-02 2.9170e-02 6.9974e-02
1751 8.6954e-03 8.6558e-03 1.6995e-02 3.6998e-03 9.7362e-01 5.6273e-02 2.2406e-02 6.6882e-02
1752 7.4373e-03 5.4252e-03 1.8627e-02 3.5282e-03 9.8146e-01 5.6921e-02 1.8062e-02 6.9756e-02
1753 3.9174e-03 5.1636e-03 1.8783e-02 3.5013e-03 9.3662e-01 5.7543e-02 2.4190e-02 7.0770e-02
1754 7.4443e-03 8.7309e-03 1.6499e-02 3.6300e-03 9.7607e-01 5.5832e-02 2.6781e-02 6.9540e-02
1755 7.5970e-03 5.2644e-03 1.8561e-02 3.7289e-03 9.6873e-01 5.6760e-02 2.3208e-02 7.1536e-02
1756 3.1065e-03 5.7383e-03 1.8038e-02 3.6940e-03 9.5270e-01 5.6959e-02 2.1434e-02 7.3229e-02
1757 6.4261e-03 6.9530e-03 1.7270e-02 3.7346e-03 9.7093e-01 5.7544e-02 2.4109e-02 6.9385e-02
1758 7.2041e-03 5.6889e-03 1.7950e-02 3.6442e-03 9.6264e-01 5.7191e-02 2.3435e-02 7.0795e-02
1759 3.1428e-03 6.1712e-03 1.7601e-02 3.6525e-03 9.6920e-01 5.5671e-02 2.1082e-02 7.3476e-02
1760 5.9315e-03 5.5928e-03 1.8229e-02 3.7463e-03 9.5449e-01 5.9911e-02 2.2539e-02 6.5979e-02
1761 6.7399e-03 7.1052e-03 1.6765e-02 3.4065e-03 9.7463e-01 5.5613e-02 2.8403e-02 7.1511e-02
1762 3.2646e-03 5.3042e-03 1.8470e-02 3.7745e-03 9.5330e-01 5.6185e-02 1.9882e-02 6.9832e-02
1763 6.6310e-03 6.8213e-03 1.7266e-02 3.5439e-03 9.7656e-01 5.7607e-02 2.9713e-02 7.0250e-02
1764 8.0179e-03 5.4162e-03 1.8312e-02 3.7404e-03 9.3350e-01 5.9516e-02 9.8932e-03 6.4768e-02
1765 6.2046e-03 9.3345e-03 1.5820e-02 3.2858e-03 1.0078e+00 5.2028e-02 3.3175e-02 7.9733e-02
1766 1.2485e-02 4.4950e-03 2.1007e-02 4.3595e-03 8.6758e-01 6.7341e-02 -7.0063e-03 5.0273e-02
1767 2.1728e-02 2.3131e-02 1.2297e-02 2.9386e-03 1.0104e+00 5.1374e-02 3.3657e-02 7.2571e-02
1768 2.5447e-02 4.5145e-03 2.2788e-02 4.0152e-03 9.0917e-01 5.4814e-02 8.6272e-03 5.6658e-02
1769 2.4600e-02 1.2642e-02 1.6549e-02 3.0495e-03 9.2897e-01 5.7380e-02 3.8205e-02 5.5760e-02
1770 1.4085e-02 9.7303e-03 1.7358e-02 3.2788e-03 1.0013e+00 5.1605e-02 -5.4436e-03 5.8957e-02
1771 1.0520e-02 4.4035e-03 2.2584e-02 3.1031e-03 9.2720e-01 5.2187e-02 -1.2190e-02 5.8959e-02
1772 2.3107e-02 9.4641e-03 1.7833e-02 3.0090e-03 9.5465e-01 5.5707e-02 3.0518e-02 6.6260e-02
1773 1.7666e-02 6.6647e-03 1.9371e-02 3.4116e-03 9.7578e-01 5.5208e-02 -2.3328e-02 5.7561e-02
1774 2.0480e-02 5.2297e-03 1.9842e-02 3.3253e-03 9.6083e-01 4.9711e-02 4.5214e-05 6.8600e-02
1775 1.2791e-02 5.6043e-03 2.0358e-02 3.2981e-03 9.3211e-01 5.5869e-02 3.0226e-02 6.3378e-02
1776 9.4970e-03 9.1562e-03 1.7459e-02 3.2940e-03 9.8576e-01 5.1344e-02 -6.3780e-03 5.7935e-02
1777 2.0518e-02 4.5394e-03 2.1220e-02 3.4136e-03 9.4197e-01 5.4210e-02 9.5815e-03 6.3669e-02
1778 4.9988e-03 7.7887e-03 1.8478e-02 3.3183e-03 9.2955e-01 5.6211e-02 1.7651e-02 6.5164e-02
1779 1.3280e-02 9.5437e-03 1.7220e-02 3.2818e-03 1.0070e+00 4.7491e-02 2.1375e-03 6.6851e-02
1780 1.0473e-02 4.1225e-03 2.2568e-02 3.5198e-03 9.3316e-01 5.6116e-02 2.3300e-02 6.4807e-02
1781 5.7509e-03 9.0347e-03 1.7066e-02 3.3010e-03 9.4380e-01 5.8236e-02 2.4035e-02 6.9234e-02
1782 7.6740e-03 8.0033e-03 1.7380e-02 3.3710e-03 1.0149e+00 4.8387e-02 3.1177e-03 7.3165e-02
1783 7.1688e-03 4.3922e-03 2.2555e-02 3.5086e-03 9.2744e-01 5.7843e-02 2.0534e-02 6.5156e-02
1784 5.4388e-03 9.9922e-03 1.6663e-02 3.2309e-03 9.4750e-01 5.6499e-02 2.5341e-02 6.7991e-02
1785 4.8648e-03 7.4252e-03 1.8114e-02 3.4413e-03 9.9274e-01 5.1392e-02 2.0237e-03 6.9453e-02
1786 7.5677e-03 4.4165e-03 2.1337e-02 3.3577e-03 9.5720e-01 5.6107e-02 1.9363e-02 6.7694e-02
1787 3.2411e-03 6.5000e-03 1.8632e-02 3.3302e-03 9.3640e-01 5.8350e-02 2.7410e-02 6.5413e-02
1788 4.8422e-03 8.8559e-03 1.7115e-02 3.3457e-03 9.8171e-01 5.4190e-02 9.1746e-03 6.8270e-02
1789 4.5996e-03 4.8980e-03 1.9962e-02 3.3447e-03 9.7548e-01 5.5798e-02 1.6986e-02 7.1722e-02
1790 5.3930e-03 5.2930e-03 1.9307e-02 3.4737e-03 9.3387e-01 6.1501e-02 2.1767e-02 6.7282e-02
1791 3.4295e-03 9.5125e-03 1.6294e-02 3.2730e-03 9.8772e-01 5.6315e-02 1.7969e-02 7.0924e-02
1792 6.3581e-03 4.9434e-03 1.9734e-02 3.5596e-03 9.5013e-01 5.9045e-02 2.5015e-02 7.0000e-02
1793 3.1794e-03 7.4227e-03 1.7253e-02 3.5343e-03 9.6666e-01 5.9575e-02 2.8426e-02 7.4027e-02
1794 5.1066e-03 6.1702e-03 1.8116e-02 3.7793e-03 9.6820e-01 5.9796e-02 1.0410e-02 6.9508e-02
1795 4.9989e-03 6.0971e-03 1.8006e-02 3.3678e-03 9.6309e-01 5.8757e-02 2.7954e-02 7.2519e-02
1796 3.7460e-03 6.3065e-03 1.7813e-02 3.7354e-03 9.5284e-01 5.9217e-02 2.7263e-02 7.1982e-02
1797 3.9062e-03 7.1772e-03 1.7059e-02 3.6357e-03 9.9301e-01 5.6562e-02 7.7645e-03 7.3147e-02
1798 4.2343e-03 4.8749e-03 1.9587e-02 3.5431e-03 9.5010e-01 6.0685e-02 1.6634e-02 6.9965e-02
1799 3.1790e-03 7.5907e-03 1.6903e-02 3.4423e-03 9.5468e-01 5.8628e-02 2.6681e-02 7.0593e-02
1800 3.0858e-03 6.9491e-03 1.7217e-02 3.6437e-03 9.9503e-01 5.4729e-02 1.8983e-02 7.2607e-02
1801 3.8178e-03 4.6761e-03 1.9721e-02 3.6953e-03 9.4499e-01 6.1575e-02 2.1371e-02 6.7908e-02
1802 3.1173e-03 8.2083e-03 1.6330e-02 3.4234e-03 9.6210e-01 5.9634e-02 2.3005e-02 6.9309e-02
1803 3.3091e-03 6.4659e-03 1.7397e-02 3.5948e-03 9.8065e-01 5.6010e-02 2.1585e-02 7.0410e-02
1804 3.8089e-03 5.0956e-03 1.8572e-02 3.6994e-03 9.6377e-01 5.8815e-02 3.1905e-02 7.1617e-02
1805 3.8359e-03 6.2532e-03 1.7297e-02 3.8350e-03 9.4989e-01 6.1645e-02 1.7139e-02 6.6707e-02
1806 3.9235e-03 7.7128e-03 1.6207e-02 3.3952e-03 9.9803e-01 5.5100e-02 2.5049e-02 7.3938e-02
1807 4.1848e-03 4.6929e-03 1.9601e-02 3.9614e-03 9.1728e-01 6.2382e-02 2.5990e-02 6.5293e-02
1808 5.9876e-03 1.2012e-02 1.4607e-02 3.4625e-03 1.0141e+00 5.5087e-02 2.5679e-02 7.5449e-02
1809 7.9922e-03 4.9453e-03 2.0673e-02 4.0289e-03 8.9268e-01 6.6494e-02 6.5678e-03 5.6548e-02
1810 1.1874e-02 1.7091e-02 1.3158e-02 3.0222e-03 1.0094e+00 5.4045e-02 3.9381e-02 7.6633e-02
1811 1.6349e-02 4.7199e-03 2.1280e-02 4.3326e-03 9.0307e-01 6.1684e-02 8.3919e-04 5.5458e-02
1812 1.7062e-02 1.4456e-02 1.4528e-02 3.1148e-03 9.7965e-01 5.7463e-02 2.7969e-02 6.6843e-02
1813 1.1424e-02 5.2873e-03 1.9543e-02 3.4589e-03 9.6174e-01 5.4434e-02 1.3200e-02 6.1177e-02
1814 3.7924e-03 5.9661e-03 1.8711e-02 3.1896e-03 9.5539e-01 5.3696e-02 1.0041e-02 5.9971e-02
1815 6.5869e-03 6.3981e-03 1.8265e-02 3.1976e-03 1.0002e+00 5.4655e-02 2.4048e-02 6.9620e-02
1816 1.2954e-02 4.6657e-03 2.1122e-02 3.5902e-03 8.8408e-01 6.4423e-02 -2.0360e-02 5.1318e-02
1817 1.5458e-02 1.8734e-02 1.3460e-02 3.0201e-03 1.0149e+00 4.9211e-02 1.5129e-02 7.2539e-02
1818 9.4060e-03 4.4519e-03 2.3089e-02 3.7894e-03 9.3871e-01 5.9136e-02 3.3577e-02 6.1951e-02
1819 7.5295e-03 8.6912e-03 1.6889e-02 3.4227e-03 9.4544e-01 5.6164e-02 9.0613e-03 6.0589e-02
1820 6.4028e-03 7.6003e-03 1.7478e-02 3.3030e-03 9.9345e-01 5.5236e-02 1.8132e-02 7.0345e-02
1821 1.1055e-02 4.7374e-03 2.0357e-02 3.6492e-03 8.9952e-01 6.5239e-02 9.5614e-03 5.7269e-02
1822 1.2897e-02 1.5558e-02 1.3895e-02 2.9063e-03 1.0254e+00 4.7504e-02 1.9966e-02 7.6908e-02
1823 9.6169e-03 4.7732e-03 2.3581e-02 4.2248e-03 9.1053e-01 6.5277e-02 1.0867e-02 6.1065e-02
1824 4.3657e-03 1.3522e-02 1.4746e-02 3.0635e-03 9.6481e-01 6.3053e-02 1.4747e-02 6.4498e-02
1825 5.0076e-03 6.7099e-03 1.7726e-02 3.1625e-03 1.0170e+00 4.8425e-02 2.6893e-02 7.2837e-02
1826 7.0882e-03 4.4610e-03 2.2828e-02 4.0307e-03 8.8685e-01 6.3698e-02 2.2203e-02 5.6159e-02
1827 7.4318e-03 1.8029e-02 1.3776e-02 3.1470e-03 9.9122e-01 5.9590e-02 5.7916e-03 6.6375e-02
1828 6.6767e-03 5.2289e-03 1.9816e-02 3.3260e-03 9.8926e-01 5.3729e-02 -2.3158e-03 6.8907e-02
1829 7.3297e-03 4.6556e-03 2.0478e-02 3.5393e-03 9.0883e-01 6.2952e-02 3.7983e-02 6.1515e-02
1830 7.2294e-03 1.3520e-02 1.4366e-02 3.3811e-03 1.0133e+00 5.2914e-02 2.4937e-02 7.3187e-02
1831 4.6286e-03 4.7232e-03 2.1201e-02 3.8468e-03 9.5209e-01 5.7726e-02 -8.3602e-03 6.8275e-02
1832 8.0590e-03 7.0900e-03 1.7550e-02 3.4568e-03 9.3729e-01 6.5066e-02 2.3525e-02 6.6797e-02
1833 8.3780e-03 9.4921e-03 1.5614e-02 3.3453e-03 9.9617e-01 5.3662e-02 1.8189e-02 6.9292e-02
1834 6.5827e-03 4.5809e-03 2.0080e-02 3.7635e-03 9.5680e-01 5.5263e-02 2.6374e-02 7.0104e-02
1835 5.1608e-03 6.4264e-03 1.7698e-02 3.8068e-03 9.4148e-01 6.4048e-02 2.3171e-02 6.5228e-02
1836 6.2634e-03 8.8856e-03 1.5728e-02 3.3107e-03 9.9198e-01 5.4723e-02 1.5846e-03 6.8160e-02
1837 7.6855e-03 4.7065e-03 1.9591e-02 3.5517e-03 9.5221e-01 5.5204e-02 3.6335e-02 7.3227e-02
1838 5.6988e-03 6.8121e-03 1.7274e-02 4.0837e-03 9.4367e-01 6.0788e-02 2.5402e-02 6.5101e-02
1839 6.4239e-03 8.2583e-03 1.5694e-02 3.3073e-03 1.0277e+00 5.2013e-02 1.2530e-02 7.5113e-02
1840 9.0409e-03 5.2868e-03 2.2038e-02 3.8871e-03 8.6208e-01 6.4906e-02 1.1501e-02 5.9746e-02
1841 7.6028e-03 2.4287e-02 1.2400e-02 3.0169e-03 9.9684e-01 5.6342e-02 2.8800e-02 7.1923e-02
1842 7.0532e-03 4.8480e-03 2.0039e-02 3.7269e-03 1.0079e+00 5.0039e-02 1.0694e-02 6.7635e-02
1843 9.1543e-03 4.3313e-03 2.1367e-02 3.5489e-03 8.8834e-01 6.2129e-02 3.7177e-02 6.0903e-02
1844 5.4068e-03 1.7494e-02 1.3635e-02 3.3177e-03 9.8375e-01 5.6776e-02 1.4339e-02 6.6176e-02
1845 4.8987e-03 5.0791e-03 1.8933e-02 3.2568e-03 1.0242e+00 4.8482e-02 -8.7236e-03 7.0033e-02
1846 7.1585e-03 4.7866e-03 2.2917e-02 3.7685e-03 8.9268e-01 6.1935e-02 3.1794e-02 6.2550e-02
1847 6.5005e-03 1.6534e-02 1.3886e-02 3.3295e-03 9.6979e-01 5.7661e-02 1.8593e-02 6.3489e-02
1848 5.8888e-03 5.7647e-03 1.7538e-02 3.1926e-03 1.0441e+00 4.4384e-02 1.1510e-02 7.4013e-02
1849 8.3029e-03 5.9019e-03 2.4426e-02 3.9850e-03 8.3738e-01 6.6697e-02 2.6657e-02 5.5597e-02
1850 5.9562e-03 3.1848e-02 1.1409e-02 3.0916e-03 9.7517e-01 5.9524e-02 1.3063e-02 6.3781e-02
1851 6.6893e-03 5.7269e-03 1.8664e-02 3.2800e-03 1.0503e+00 4.3016e-02 6.1471e-03 7.1524e-02
1852 1.1225e-02 6.4026e-03 2.5171e-02 3.7881e-03 8.4744e-01 6.4088e-02 3.9816e-02 5.6015e-02
1853 6.9971e-03 2.8379e-02 1.1722e-02 3.2354e-03 9.6568e-01 5.7899e-02 1.6689e-02 6.4843e-02
1854 6.0834e-03 6.0507e-03 1.8011e-02 3.2433e-03 1.0705e+00 4.1503e-02 -1.9175e-02 7.4613e-02
1855 1.0206e-02 8.8137e-03 2.7332e-02 4.0490e-03 8.5561e-01 6.4747e-02 1.1258e-02 5.7309e-02
1856 6.6813e-03 2.6073e-02 1.2331e-02 2.7989e-03 9.3383e-01 5.8956e-02 2.5949e-02 6.0908e-02
1857 6.2454e-03 9.2393e-03 1.6388e-02 3.1693e-03 1.0778e+00 3.8724e-02 -3.2755e-03 6.9034e-02
1858 1.1410e-02 9.7504e-03 2.8461e-02 3.7799e-03 8.7389e-01 5.9734e-02 3.5625e-03 5.7010e-02
1859 7.3007e-03 2.0622e-02 1.4062e-02 2.9135e-03 8.9412e-01 6.4934e-02 9.7438e-03 5.5569e-02
1860 8.6000e-03 1.6615e-02 1.4450e-02 2.8014e-03 1.0594e+00 4.3507e-02 -8.3726e-03 6.4637e-02
1861 1.1841e-02 7.4796e-03 2.6720e-02 3.6118e-03 9.4190e-01 5.0107e-02 8.7196e-03 6.4507e-02
1862 1.1513e-02 7.3964e-03 1.8381e-02 3.2785e-03 8.8695e-01 6.4190e-02 3.2390e-02 5.8691e-02
